"Date","Tickers"
"2011-11-22","NVDA AAPL AMD CROX NYCB CTL T VZ VRTX IBM CTIX BOFI OXY NWLTF RIG SIRI IMUC HPQ LPTN PPHM NVS KO KOG DBLE GSXN MURGY DNDN SNY VRX JNS CSCO SODA PRTK ISR"
"2011-11-23","PLUG OC LOW RKWBF WMT BBRY AAPL BAC LNG TYC COP C XLF GGB X MT SIRI IBM MS BK TPCS LEN CVX PBTH HNSN TCPTF MRVL ROYL"
"2011-11-24","PEIX SIRI MAAL LEN DHI ORCL"
"2011-11-25","AMZN AA LUK AAPL STJ MDT GM BWEN MNK WMT P MSFT"
"2011-11-26","BBRY AAPL NOK"
"2012-03-29","NLST YELP SIRI OMER GOOG BLDP CTL ORCL DIS NCTY GMCR BMRN JPM NOK SIEGY GOL UPS XPO OPEN ATRC ABT S BMY NUAN INTC BHP ALV UNF CONM DDE HD CLDX C CASC VELTF VRML PNR AAPL GME WBA"
"2006-10-18","AWX DLIA WEN"
"2006-10-19","BA HEI PCP TYC FDC WETF PDS PTIE SPWR CY ENER IBM"
"2006-10-12","PFE HIHO ABTL COP CVX STO BGF CEO WZEN LFL MSFT SNE EA SPGI"
"2006-10-13","BAC MAT WFC ICZ"
"2006-10-10","INTC UMC TSM DESC EWY FXI SINA EPCT CAG PLAY CRYP T VZ NTES XINGF HMC"
"2006-10-11","VSTH DQE ED UTL RVSN BSML"
"2006-10-16","ILE VTSS FRO CSCO LOOP ESLRQ LLY BMY NWS GOOG NVLSOLD MKSI TER"
"2006-10-17","DUK AEP IDU PBW OHB GAIA"
"2006-10-15","DESC JNJ PFE X LM"
"2010-05-14","TPC FLR MDR GHM DPS KTOS CAM MDAS CHK GAZ FCG CTSH INFY WIT KOL MEE CLF GSB DBP JJP PMY CLX S AAPL PALM ALIF CDTI CVTPF UQM BP RIG AMX MIICF"
"2012-03-26","GME OSK JNJ AMZN WMT TGT FRBK DIS AMTD ETFC IBKR LPIH NOOF MT SIGA LUV GNW SIRI ESIC HL AMPE DNDN FB GS MS PER PBTH GOOG OPK MSFT EXAR ALIM GALE JAGGF BBRY CVX GTXI SPR FURX PFE PEP BFGIF CEVA AAPL STO AA S GLW TRW SHOR ALK LGF UNH KBH CSCO"
"2013-07-09","TOO LPX IAC ZINCQ WFC DOLE DSNY ARCH AGCO JPM TZOO BKH CVCO CREE MY CCGI VVUS QLGC SHFL DISCA ACST SBUX CHKE BNPUF NOK INTC FB CLGX EXAS QCOM POT CPA INTL HFC FICO MARA BWINB ORCL F BCEKF SIGA AAPL HSH RAMPF ARNA PM V TGH NFLX CHEF ISRG SIRI DVAX THOR TTWO AA IMMY AMZN TARO CW TPH CNVR TRIAF TEF ZNGA CYTK CRY QVCA NLS FMD CSIQ HBM VICL TGD NATDF AFH IPGP ECYT FSGI BBRY CERS"
"2013-07-08","AMRN ISSI FELE USNA MMM NBBC BTE SYNM MSFT CPF HPQ UNTD YRCW ECOL NOK FBIO ITW PWE CELG DPMLF FWM CY UBSH WTW BBRY LEI SKUL VVUS CPIX AAPL MRK YELP HASI ELRC APA DTSI KOG GBX SPEX LPNT NOG GDX EGY DSSPF WMT VZ IMI SCHL SIMG SIMO NVAX FWRD ALG SSI MNK YARIY"
"2013-07-03","ORCL PIP SSNLF NOK KPELF WDAY NRCIB VZ NNBR MHG BAX MGT ABCB AMRN ABCP BTUUQ INTC MSLP NQ RTK IBM MSFT CCGI REGI SYNM UNT GST PMGLF FF TWI ZQK ENTR KIOR SIRI LMCA OUTR CTIX TSLA FULT GLUU"
"2013-07-02","PCYC GPX EDE CVX KORS MRK ONXX AFL CRL NOK PHGUF MSFT LKFN AKG C FC PZZA DWCH SPRT TEN REV MHG CSIQ BLDR NFLX DELL DECK ACHN SGSVF BCS COP UBS DMPI GEVA SNGX MNST F BLRX CLSN NWSA BBRY CSX ASRV BAC LION INCY T DRC PRSS AMZN HUN GLRE AAPL INTC LPRI SXT AEC SIMO DIS DTNOF RICK EPAM ZNGA NQ CRUS LDL VIAV CCGI X"
"2013-07-01","MSFT IMUC NOK ZNGA ACAS LINC M DWSN XOMA KKD CELG JNJ ADDYY DSS VOLC TLRD PSTI PVG ONXX NBGGY BBRY TJX PM UFS FB KMP HFC EXK BMY VZ ARNA BP UNXL INTC JOEZ PNRA CHRW WLT MDSO FAF FINL TDC APRI COWN KBR GMCR PHM EBIX TEN DHI ANCX PGLC LNN ILMN ICLR TNEYF KO EXPD HAIN FLR DANOY DISCA VLY BGC"
"2013-07-07","INTC BBRY EZPW NIHD TOWN AAN PGEM LEU USLM BGFV BIDU SYNM"
"2013-07-06","WFC AKS CHSP BSMX UNFI HPQ CVLY TGA INTC BBRY"
"2013-07-05","NFYEF HSIC PDCO PLCE EFII CO LHCG BBRY CF GMCR STX WDC IMGN WETF PDCE ARNA KNOP SIGA CHK GTXI NDLS YHOO CMI MSFT CRZO DSS CRS INTC MDLZ LINEQ GNWSF JNJ MRK HSP PWE CNQ ABT BRCD SLI RRM VSI NWY ROVI ESRX"
"2013-07-04","EEFT CHU NKSH PROV IPGP NSPH CAGDF CSUN BA GLDD PIR MNK EGBN MNTX SUNEQ"
"2010-05-13","AMCN CCME FMCN SINA SOHU USO UNG SGG PWR EUFN EWG EWI PMCT LOAN SPOXF CHGY SOKF TSTC BEAM CAH MCK TEVA GLD GDX DGL IBM ABX APPY BAC KOG NR GOLD PAAS S VZ T RSKIA BSHID INTT MCRS CRWS"
"2012-08-30","PAY SIRI EDS RDC KMT LNKD SBUX SODA KO SHS NOK GOOG F ADSK VRA SGYP CMT VALE DFS SDRL IPCI MOSY SNY AAL FTR PWRD WDC PG SD ABT OREX VVUS SMSUF BAC QEP MSFT ING DE GTATQ SYK LULU LTRX DRRX EPRS"
"2012-08-31","AAL TFM NOK KRO IAC IDCC SIRI BIDU HRG ENB FGP CSCO KORS OCZ DSX INTC WMT BBY NVE MNK MMM T EPRS OTIV BHP MSFT BRKB OVTI FLL BALT GLW"
"2010-12-07","ADI AAPL CHKP JJC DBB ECH REXI CYTK AMGN LDK FSLR JKS FBT IBB XBI LYB DD WMT PBCT IBKC KNDI BYDDF BKS AMZN X VALV NSC XLI BRKA VNM FCAU F SLV GLD"
"2014-01-06","LMCA SIRI PSTI FBNC UMC TAIPF PBR AUDC MSFT QCOM MRVL INTC PBYI CUR ABCAF TOT SNY GCVRZ CTIC OPK EXC SAN SPY HPQ INCY F X DSS ARO JNP SNV GILD NVDA VNR CKMTF MNKD FH AAPL MU AMBA FSLR CIMT"
"2014-01-07","OBCI INTC BRKA BRKB BBG ATHX NVDA OREX COP TXRH BP DRYS SRNE BIDU DIN CHK AMD F DOLNQ AXLL RGSE TTGT SE JCP DIS KHC JBLU ABT STLD PRZM IRNRF NFLX AAON TRW INVE AGYS CAL INXN TSBK CLD PHOT PGNX CROX AAPL CMG CLF GAI LINEQ NOK FSLR ARNA"
"2014-01-04","PBCT INTC GDLLF MYRG NL ARSMF RBC T PSMI SN LGORF SIRI"
"2014-01-05","LPLA AMRS CHK APA LULU TSLA GLUU PXLW TPCS MSFT DLLR LGF ATHX WOR KO EA ABX YNGFF RIO ETAK SDRL SBUX BAC"
"2016-08-29","ED ADSK WDAY CNX ANSS AMBA HRTX IBM DVMT SDRL DG NTLA JBLU ROYT TNXP XOXO RY REGI VLO SWIR RRC TOO DIALF UNH OII AAPL BBRY PCLN NPSKF CAAS NPSKY ZAYO PANW PTLA GME LIVE DVA UPS NTES TCEHY PDPYF KR BBBY XI ACY HARI JPM JNJ FOGO NFLX COP RTRX ABLYF TGT PG BC VRTX HLF LC HQCL TWTR APD QCOM SITO ORLY CHK FNMA FMCC D CCL OXY HES FCAU CLWY"
"2016-08-28","SPLK VNDA ATRS STML SNE GME SJM HP CRWS FRGI MNTA BA SPY ENR SIRI OXY WFC AMZN NXPI VZ AVGO EOG APA CHK"
"2014-01-01","LNKD CSCO COH NOK AAPL TUMI INTC SFY FDML KLDX CRVP FCSC HA CALX CYN AMZN DIS RGLD GRMN DG ABX D DUK NWE RTRX GOOG UBSFY"
"2016-08-25","A ANET DG HOS BIREF SSYS WYNN MYL EUZOF ABLYF KMPH CMCM TNK TIF WMT KTYB QRVO MBLY ESV MGMXF PRTDF ABDNF SYK NTDOY AWX WDAY SYF AAPL ISLE PFE F EXPR AUVGF EPD NNUTU ALIM FNMA FMCC KORS DVN BHP LMBH TSLA CPG LILAK PCLN ADS SLW CLNE CHUBA CCJ SWHC AMZN"
"2016-08-24","BX NSC VIA VIAB HUMRF FL BREW BUD MNDJF JBLU AAPL RIG MS CBFV KEY MDGS TSLA YELP GRUB ATEN ACOR CYBR HAIN CLNE CHK BATRK BATRA BATRB FB DWDZF NVDA ZOES YRD DATA PFE VIP MDLY OLMIF OLMIY OPK IEX ARUXF DAL FNMA FMCC PTLA GM KORS GIFI EVC WDC SHAK CAT HL BP HD SJM PWE GOOG GOOGL SKX"
"2016-08-27","CVX GG WFM DVN RAMPF OASM LDSVF"
"2016-08-26","EGY WDAY BIG WSM RDSA RDSB ABX SLRK ZARFF TSLA SIG TIF AMZN WMT GNMK FRFHF FSLR JOY CLF XOM DLTR ZFGN HRL BDE STS UBER FB NOK BMO SNA EDUC SPWR BAC KERX COP GPRO VIV BP FLO MRO"
"2016-08-21","DE GM CLX KR SBS SKX TGT DRYS NE TWTR MOS BKS PH NPACY AEO MSFT AIG K GIS AA NPSNY PTSI SMGBY USO"
"2016-08-20","FL GE DV AREX FOR JNJ UNP DG"
"2014-01-08","AMGN T AOLS NRIFF EMR ODFL FEYE NVDQ STRP SVON CBG SSH ATMI PG AMD PDCE MDLZ AXPW ENS SCTY HLF NXTM SWC KRNGF JCP P AR FIX ALLRF NLY HQCL TBRA SD AUY INTC ORXGF SNY GCVRZ NBIX BA EADSF BAC TSL CIEN PCLN LVCLY KO KGC KMI LRCX MSFT AAPL MU GIS RNF CLBS GLUU YHOO SBUX LMCA SIRI MGDDF"
"2016-08-22","NTES HCA HAS XOM CSCO NFLX DIS BIDU FN SSNI HABT SNE GTLS BYD ORMP NVO GPS AAPL BRCD BABA PTX SPY DIA QQQ DPSGY YRCW KTOS NVIV TSLA ADBE RHI GILD SOSSF SGPMY GALXF FSLR CREE ALMG TCON WMT CRR APHQF INTC MU OXY TSN MSFT KHC AMZN FB"
"2008-01-05","PLD"
"2009-02-13","RCII AAN HSY KO CVTX COCO ILMN VSUNQ PEIX AVR CAH GWW DOW ROH BRKA BRKB"
"2013-03-07","FCUUF ESOFF MPC CHS V MA SAND HLF HTWR F CAT GLUU JCP QIHU GOOG BA MU YHOO VZ NOK DRYS QCOM HIMX NQ MNK CSCO ORCL HPQ EPRS AAPL KDN MSFT SPWR SCTY BHI EBAY BYD ENDP PBA LNDC BBRY ONXX SD CLNE IMUC IMAX PARA GS JPM SSH WFM CREE NLY BH T IBM SIRI D OSIR DRI"
"2013-03-06","SCTY PFE RDY MYL INVA AAPL GOOG CLF DDD NOK AMRN AMBA APNHY GNW CSX SWHC FB DAL HL DLTR HSH NVDA POZN BBRY QSR VFC SNHY TNXP BH JCP FNHC SVM SRPT ALXA F C BYD AIG COH MDVN ARMH LLY HFC T GFA MSFT SNE QCOM GLYE TGT CMCSA SIRI"
"2013-03-05","BBRY SODA BMY GOOG RYN AAPL AMZN SSYS WFM GRPN NOK HOG DECK PFE MHRCQ BTUUQ MRK POWR YLWDF PGH JNJ SD CPA GOL CMCSA YHOO INTC ARMH WFT DEPO KR KHC UTEK IONS UA SWHC BRKA BRKB NVO SBY KOG CUR AVGO BKIRF PBR CECE GFA DVMT BIIB PEP PBTH CHK COH SIRI GME DWA ARNA AMGN AFFY HK"
"2013-03-04","HIMX GOOG QCOM AMZN NE EA MU ACTG PG BAC FTR INVA XPO F HD IOC CVX XOM ABBV NQ TSLA UTMD DMND HLF OXY MOSY AAPL HPQ PM CTL BIDU ARO BBY IBM RCPI FSLR JNJ AIG EXP NOK ZNGA JBFCF FMX TVIA AMD DRRX JCP SIRI MO BTUUQ ATRC CCI BBRY FCX NVDA MCPIQ HES STEM BRKA BRKB CELG BPI KERX OII APC THLD BFGC DNDN ORCL WFC UNXL FB ATHX NUAN KO"
"2013-03-03","NWSA NWS RSH WFC ORN AAPL NRG GOOG NG ONVO NOK JAZZ FBIO SCTY BBY"
"2013-03-02","DPS"
"2013-03-01","DEPO SFLY UNP MSFT CSCO NVDA BSFT NOK INTC CYBX OMEX SIRI HLF TTWO TROV RAD FH JCP FSLR GOOG GMED FL IMMU ROST TGE BBRY HD XIN NVIV MITK CVX NLY AGNC WFT GSK BRKA BRKB GRPN BKS DIN YUM MGT AGO RM BWEN RIO QCOM AMD WFC SNE"
"2012-01-31","PG DAR WMIH HOLX MNKD DHR FBIO FCX VALE ATRS MYL NSC SIRI WWW DHI TOL HOV AAL GFA VMW AMOT GSK SMPL BDBD LTXB AMPE AAPL BMA IBM GOOG AMZN XRX RSH SVU INTC VICL BBRY NVS YUM F TXN NE ZAGG HHC ARBA MET IMUC CF CHK VTG PTOI APOL RHHBY GSFVF GAZ UNG LF PLX GLW"
"2012-01-30","SPR CL TRIB ABB ATRS CAM FH STVI RENN DHI KDUS TBET JNJ BRKB DIA KSU ADK ASTX AAPL SDRL GSFVF VRX CVX AMZN CHTR MEG NFLX BBRY MAPP RNFTF P LDK JCP NINE NED NOK NCTY BHI CSCO SHLD AON APA KBH F"
"2013-03-09","BBY DMND"
"2013-03-08","BP BSFT JNJ AMRN NOK TLM OSIR CAT FIRE T INTC AAPL UNP FSLR IMMR SCTY AMZN MT CSCO GLPW P LO DCTH CACI KEYW LMT AMGN CBD BOFI FB GOOG MSFT TSO PWE MNKD LF HAIN KORS COH"
"2010-07-19","PRI CDE HL PAAS AAPL GILD BLX TEO SID DRI MCD YUM TZA SMN FAZ EEM ADRE CEW PPG SWK NNN CVS RDY PRGO TEVA ISCA TRK DVD VZ MSFT INTC PLT GAIA GOOG YHOO T PFE ENOC AZN"
"2010-07-18","VLO FNGN SIRI"
"2010-07-13","AAPL AXTI ADP CNX BTUUQ DAL VLO CVX VSUNQ MNEAF KLDX DONFF JOE BP RIG DIA SPY QQQ GLD SLV FSLR SPWR STP OIH PXJ GNAT EWY SKOROLD PAF BRID ESV NE MSFT INTC EPD XOM COP GOLD CMFO LINC FIS EWZ PBR"
"2010-07-12","ENDP TDW UNF GASS ACGY HLX URS AWK SZEVF IBM RAX GILD CTL NUE LOW EMR FXI PGJ CHN LLL CMFO HELE BRKA BRKB SPY DIA QQQ"
"2010-07-11","TOT CHK STO APA COP DMLP XOM XLE OIH TSCO LOW HD ISCA UMPQ MCS OTEX"
"2010-07-10","MRK"
"2010-07-17","GILD"
"2010-07-16","MEE BP BTUUQ PAYX VVUS LLEN CAST JASO LDK SOL PQY IAI KCE IYG WBA AMJ KMP EPD"
"2010-07-15","MCHP LLTC INTC BBY CEAI AMED AFAM UNG GAZ VALU OERLF FSLR AMAT ISRG MDT STJ AAPL VSI NTY OGE XIN CDCSY UTRA BP XLE XOM ESRX CHME CVS KERX ORN"
"2010-07-14","SPA CEG CNP DUK BP NOC AGO CSC CHK ABT ADP APD IQNT VLO CLMT XOM NVMI UCTT ALVR NKE DIS LULU BBRY"
"2009-03-30","SAFT AB SLV CAG TSN SFD SPG AMB WFM AAPL JMBA"
"2008-11-08","GM FLR CPL MCD YUM ADI INTC KMB CEG HPC MVCO"
"2008-11-09","EMR WTR TOO REG RCL CTXS AN SAH GPI IPSU F TM GM GME ATVI EA AAPL AHBIF PBY RQI OSK TK"
"2010-12-02","ECH EIDO FRN AMLJ HSY MDLZ NSRGY CTCT EVI GOOG UN SLB DCI SYK ZBH MDT FCG APOL DVN NUE CSCO"
"2010-03-04","SLV GLD DZZ RSX SPORQ GGP BAM QCOM HCN PAP LUKOY FUQI LIWA HSBC JPM WFC TTWO NSRGY IGOV FXE EWG TATT CHL GOOG"
"2011-07-29","SBUX AAPL HTGC GRA MCPIQ PZD PUW AONEQ HEV ENS AFFX PCL CUT AXP USB YNDX BBY SUNEQ GM RPTP CHTP BFB DRYS CBLI AZN CSKI CMI ABX CHK SIRI CSGS CASC BRKA RVBD"
"2011-07-28","SIRI P S SBLK VMED NFLX MRK JBSS BGS NTAP ALTR WY MHG GILD WMT CNTF AAPL BIDU AMZN COMV INTC JPM AMD WLL"
"2010-12-03","ISRG GRMN BVTI ABPIQ TFX BBH XLU GLW AUO LPL EPRS AMZN GOOG PDE ESV MRO CAKE OSGB ACGL LLL BFR EXC EWBC YUM CCSC BKE"
"2011-07-23","SWY INTC NEWN"
"2011-07-22","VZ CBRL MSFT CAT DRTGF GMO GLD IAU SGOL USEG PNC RY CBI SDRL SIRI HPQ SAND STTYF TBDYF AEM ABEV AVNR PEP AGU POT MOS AAPL"
"2011-07-21","AMZN IDCC GDI AAPL T GOOG SKUL CLX VVUS PFE LLY SVNTQ DCTH ANIP TTNP USB PNC BAC CPST ABEV LDK ACUR C MSTX NUE S"
"2011-07-20","STJ AAPL SIRI JNJ RAX MRK C GDPM AREX ASENQ UWN TYC BBRY GS JPM MOS JOSB AA INTC MGA F SOHU COP HGG KNDI WMT OZRK HES CASC NOG TPLM KOG NOK COO CSCO LDK CYTK"
"2011-07-27","F GE JBLU LON AAPL FH SIRI IBIO AMZN WMT BOLT IDCC GOOG NTL OUTR MSFT DQ JOY BRKA CASC CSCO BDSI"
"2011-07-26","AAPL FSLR WBA MSFT JNPR DVMT HOG AMZN NFLX CAMP QCOM INTC IPSU PWER WINN NEPT NKE"
"2011-07-25","P BDRAF CIDM INTU BAC OZRK SPOXF SCPZF RBCN SIRI JMBA FRO DAL UAL ALGT DOW DVMT NOK C MHG HD LOW PBR LO MO RAI AZN LLY NXPI VIAV"
"2011-07-24","ATRN SVU LPNT JNJ BMY PFE ATHN"
"2016-07-02","HOG BIDU CMG CAG NKE UBNT OMER IRBT EXOSF HRTG AWRE BMRN"
"2016-07-03","STRA CAFD FBNK STBMY BCS RDC CVS BA HSY"
"2016-07-01","NEWR V AAPL FNMA FMCC IAC DBOXF AUPH F HA JAZZ SONC ORMP ABBV TSLA OMC AKAM AMZN DTEA RTN NKE HD PII HSY MBLY MU EOG ABX ILMN INSY TSCO SEDG LYG CTIX AGFS AVHI BREW GERN PHM HOG STC HRS GTE HTZ MRO PE CHK"
"2016-07-06","BAC IAG SBUX CHK WMT SQ MT GIS FSLR WFC BCS ACM FNMA ROYT HLT EGY TWLO RXN WLL GBX GG TORXF GDXJ HTGC AMZN ERII WMB RGEN BYDDF PISEF UNH FCAU FLIR HIMX HWCC BABA CAGDF ITEX NFLX AAPL FAF TSN PCO INTC RMGN BMI TIF TTEK BRSS CCMP MSCI SA XOM RDY MEET CGNX YUM ZDGE DVD CL DVN BP CVVUF ABX HOG"
"2016-07-07","IMGN BABA HLT CAGDF MXL TASR ALOT CPB CVS FIS AXP CYBR BDRBF BDRAF ATVI EUHMF HL WBA CSWI GPOR AMG HAIN AIG CYTR VRX FL ACOR ABIL SWKS KMI GE ING OA RIG BK SLP ONDK ILMN BA VIRC NG SA THM GWLLF GWLLY COE"
"2016-07-04","BDX HAR FITB D EML HOG BBRY XBIT CAMP FLO FIZZ PIR PPP ENPH NVZMY BXE IBM GLUU LC CSIQ HNGSF AAL ADBE HSBC FSLR YELP EFX XEC MKC SCTY MA DKS EME NKE RGR HII GTE"
"2016-07-05","IAG ENPH SCTY XOM INTC MBLY BMWYY MO TI CXO CM EVH KOPN RPMGF TSLA BADFF NILSY ADMS MSFT SIEGY DKS PYPL MA VZ SCYX IBM AAPL MPET LIVE DIS FTK SIRI DLMAF ESYJY EJTTF RYAAY ASHTY PIFYF GILD LIXXF MDSMF GALXF WDR Q IMS BRKB CMI LIOX RICE HNDZY NTDOY CVS TPX RPM SHW MS JPM AUPH AU ITW GIS TTM CVX SWHC RGR OJCB LOW"
"2016-07-08","FB FNMA FMCC AAPL SINA WB NTT ORMP JKHY FCUUF NEM HELE THO ZNGA AMZN NMKEF CVX CHK BP QCOM COST P TWTR AMD MA V IAG SBUX FCEL CAH F PG SYNT VEDL MCD BA RANJF RANJY LMT SYF"
"2016-07-09","TRCH LUV GPS FGEN BA CATM"
"2007-01-31","MMM CLMT PG HF CMCSA MNST SLX OIH OMNI PZD PZZA OHB SPY EEM EWZ"
"2012-06-30","F RES ABB"
"2014-10-31","RAD ESV ATVI BA BABA IBM RGS PM NEM GLUU COP DTLK PEI OGEN ARCX GILD HPQ XRAY AAPL CGOOF SKUL XRA ECPG FCEL CCNMF DE MON SCTY CDTI SPWR TXTR VNOM WYN WLT CHL DOW KKD TGB MCD ABX ORLY AZN CMG KNOP AGGFF"
"2014-10-30","COG FNMA MMM AAPL CQB NETE UEPS FB SODA LVLT ORAN BIRNF STKL UTHR CTRL BABA MCD FSC SHLD F FCSMF NUAN COH GRUB VTG WMGI WFT KGC PLCM TNXP CBI SYRG QLTI BBSI BSTG NOK COP APC PFHO CVX EXK STO KSS INVN NQ BGFV RIC BSX URI MNKD GILD TOT PSXP OIBR EDUC TWX SGAZF LYB HGG LAKE SMED HK MSG CGOOF MPC WATT GES ATADF DDD ESV TSLA PLUG"
"2015-08-08","PACD AIG BABA RGLD IBM RMTI MEMP OZM ARCB GWB CSX EPAY MSI AVH AWAY GM RCAP SSRI HL UTX CVS TTOO KBAL"
"2015-08-09","AMD PXD RIG EXK GE CDE EEM"
"2015-08-04","WETF HABT FCX VLO MPC NFLX DXYN BCH INTC XCRA THO NOK JBLU VIA VIAB OHGI AAPL TLSYY AWLCF AMZN CAB BIDU TBNK WBC OXY DIA CAHPF FB ZUMZ INFY IAG VMI SWC CAR DENN HOTR TEN HBK AMD STRZA REGN TTWO DLAKY AIG GLW UNXL BRFS GPOR BIIB CMCSA NAT MNTA SALE FBSS CVX XOM ALTR TAT PCP FDP SINGY SINGF ARNGF SWFT CPXGF SNA PVG VALE EROS MEMP BASFY GWLLF GWLLY GILD HALO LGIH AEM RSPP MZDAD MZDAY CIB ONE CBSA TSEM SNE SFM WFM HMC TRI EA FCAU"
"2015-08-05","FONR C INCR KKR PCRX SM CRCM TREC CHK CHKPD XOM PSDV SHPG DIS JBLU AAMAF NMUS F MSFT FCX LXRX MEIP BTUUQ CHGG DNN FCUUF BABA SWKS EVRI SIRI AAPL HTZ YHOO MU LVLT RIO REGN CVX PPC CNX LKQ BA ADM AMZN GWR CVTI AMD EXP RDC KMRPF TSN CRZO PANRF AAL TFSCF VALE URBN ABAX MCD KGC CX MT GPS BLLDF HES"
"2015-08-06","BA XON HIG ETSY DDD STRP RF FB AMZN MSFT CRM BBRY CHK NLS CHE DISH NFLX SGRP FIT AAPL NTDOY SNE INAP VEND PPP MMYT GT EXK TSE SLW EURN KOPN PIP GM ING FNLPF CRY OYIEF TMOAF ALXN SCTY SSY EA CNI TASR AAON GME XOM ARWR CTSH NVS AVXL OIIM VAR SVGYF FMI OSTK NM LONE SZEVF SZEVY WJAVF WJAFF FSLR RL XCO TTM HNNA HII TYC ANFI"
"2015-08-07","ATVI IAG PRMW CTSH SCTY HFC LPSN MU GNZUY GNZUF ALSMY AOMFF HMY PXD GLW TWTR NOK RCL FDX UPS DAL SNI MDLZ IBM AGO ABX CCOI GM BMWYY LL HAR EMKR WIX ICPT CYBR RAI GBX WPZ HL AER MO VIA VIAB BX BSAC CRWN ESWW DDD HMHC OREX SYK DIS NVDA VNCE SFM PAG RL INVN SCSC CCE KERX ORC SAAGF COP"
"2015-08-01","MEMP LINEQ LNCOQ CMI UUUU RGSE HAR GOOG GOOGL FB GS COP MAGS AUY DRGDF UCTT ACCO MU INTC DNN ANF POT GNTX SWKS SNCR SWFT WFMRF CHK TVIA LVLEF HUMRF BLK SBUX ULTA"
"2015-08-02","TWTR LINEQ LNCOQ DDAIY DDAIF VSTO CMG BBBY LMT AMZN WFM SKX NE"
"2015-08-03","SCTY EGO EDVMF IBM AAPL BBD SNMX FRFHF TGNA SSNLF CLB NXPI VIA VIAB TSDRF PXD RST HUBS FLEX GILD SWN ATTU CHK VOYA CVX PSX XOM GG MSFT EOG BDX HAL ICPT FB QCOM PNRA MNKD GOOG GOOGL TWTR CNXC LACDF DV YRCW EA AMGN KNDI INTC MU NSU DHIL PVG YHOO CEMP HUSKF GRPN QRVO PTN APC BBW AAWW DIS MAT HAS JKS AUY CPIX PG NOC BFLBF SAND KGC CBS MJN CC BP"
"2007-03-26","AMGN NATH CRAI HNAB NVD BRKR GOOG AIR FCSX DIVX AMGPF ANSW CENT RX NOC ANTM VSEC GLD IAU XLI VFC NLY"
"2013-08-31","ACAT TUMI PMT DMND ASRV ZIPR MTSN XRDC CTB TU NOK"
"2013-08-30","APA JCP ORCL AEO BAC HMA CYH LLY VOD GENTY SSH SPY GILD GKNCF SVVC CNQR GMED ARNA FRS HYMTF YNDX GTXI BSX MANT CLB SLB CRMB NOK WOOF INVA DGLY AMGN ASNA GE CIGI BBRY BNCC BKS QCOM SHOO TAST INTC RPXC PLPM VLY CMT DPZ UGHSQ MSFT EWBC PGLC TSLA CF AMD"
"2010-11-07","AAPL OVTI T FSYS WPRT CLNE AMFW ATVI OBNNF DRGDF AHL HAST GMAN BOX CSII PWER INTC MSFT SWC PPLT MEET IGTE UIS JEC URS FLR HAWKQ"
"2010-11-06","MR CCM CMEDQ CISG RBC PWER CSX FFIV MAN"
"2010-11-05","XRS PWRD NTES CYOU CHDN BPL KMP WWAY CCIH MCOX LABL SNY ATW RS MYRX MDT AAPL OIL GLD CU"
"2010-11-04","TRW CTRP LVS CDI MDPWK RAMPF NGLPF BFR BMA ILF ESLRQ HD LOW LL WR POR NGG EPI PIN INP EGAS CRDB CRDA CIDM BTN NCMI KSU AGO SAH MDT AXL GAGA RHDGF HIG GRVY MHH BOLT XRM DYP QCOM GLD SLV XLF QQQ DIA SPY TBT"
"2010-11-03","QLTI CEAI CISG GURE PTEC KO CSX GBX SIRI PCTVY NOV HAL BP DCM S MRK JNJ AMGN MHS AONEQ CPL EWZ PBR GOOG AAPL GS POWI VMC DCTH JMBA CAMT"
"2010-11-02","ESRX CAH MHS POZN AVNR MNK VMED VRSN ADI WHR TMRK CSGS SAM MMM COGTOLD COH INTC TXN SMH COST MON DE HES UUP NE TCB SBUX DSX DRYS NM BKE DBA MOO"
"2010-11-01","SCX SIRI JJS BAL WBA CVS CAT FXI EWC PRX EOG SLW UUP IWM SLV HL BAC YONG NRG LMT TEO DEPO SPY DIA QQQ VCEL MU FSLR"
"2010-11-09","SAM SYY PSDV AZN VRX TUP SWC PHO PIO FIW ABX GLD GLL F JMP DDIC CSKI CLX LQD TLT UUP AVP CRI DEER NIHD LXK IBKC ERO EU FXE TORM BASFY TMGOF CGCOLD BTG CSUN"
"2010-11-08","ROC DGII XLK FMO ETJ GUT MAN AAPL JPM IBM CLNE WPRT CMI SIAF SIRI COP CVX FCX CTRP BIDU CHBT XEC BIREF GSK PLX DCTH PEYUF SLW EAT ELRC DIA SPY QQQ"
"2013-12-01","GPS ACAS WG WWAV AUQ RVM IMZLF SHOO CYCC DHXM AFOP MOBAF GM ARTH LDRH NUVA AAPL AMZN FFIV C AMRN ETN FDX XOM VALE NKE HPQ"
"2013-12-03","UTX FTNT TSEM PG WFC HPQ CLMT KMP CBGDF BRKA BRKB SBUX TGD NTWK NVDA WMT DKL CLRB DSX SCTY MSA LXRX SRNE QTEYF AA GME SDRL GE AAPL FCFS MU ITEN MN JMBA AFL XOM TVIA DAR NKTR F PVAHQ PLOW TNXP PLCE PSDV VTR IVAC RXII TAIPF SNE DDD GENC OVTI APAGF AHL NSR GM WDC NUOTQ SIRI JNJ RSGUF CSCO PMNXF"
