"Date","Tickers"
"2010-08-15","BWLD CSR SHPG TSCO AEA AHL CECO GXG CAT EWA PAF AXJL AMAT STX SYMC WINN NOK AAPL GOOG EC VCO FXA USCI TMO HPQ NJ RY REX GPRE PEIX UNH"
"2010-08-12","CVX GSL BMY CF CLF XOM WMT JNJ WIN TE KIM TTM TIP CYB TM GLD IAU SGOL JWN IKAN CBS NWSA LXK JAKK ITI SPAR VT LDK"
"2015-04-30","VDSI CRM WDAY LVLT EVR YELP AGCO BIIB YLWDF COVS VRTX FEIC YHOO MARA HSTM NDLS BA GLW ASML SAN CCJ ITW HL BKD OSTK CALL FB GCI OPESY BTUUQ TLSNF HYGS GG N BZH NUE SIRI MCEP INTC EQR DD ABX AAPL CTB CELG VVUS ACTS ISLE VC SSH WDFC HBI RRC XPO CTP RAD"
"2010-08-10","MHS MRK UDN GLD PALL V MA IWF IWD SCIN JNJ NLR NUCL PKN NOG MNST ABX NEM TLT HGG AFSI VSH LPNT ADM PG AGU MOS ANV EFA ILF EZU AGO MBI AMBC IAU SGOL TNH ENOC COMV JO DBA ELD XOM WMT HD LOW VRTX BKS GME GAP"
"2010-08-11","JNJ AMGN ENS XIDEQ MNDO ERI XRIT INXX BP MRK AMD INTC MU ADP XOM MMM PWER NMRX ATPAQ DIS AONEQ SYX BBY FRN MES AFK MNTA ALLT GOOG VZ"
"2010-08-18","GLD BYDDF NEWN MFCB MFCAF GURE JNJ CVX ABT TIF LUX CKSW TRIT MFC HSY RMCF OFIX ALXA BVF"
"2010-08-19","CSIQ JKS SLF GSS BBY HGG WMT BBEPQ LVLT AVNR AAPL PTNR LXP TMO ADM HPQ MEET MNA KCE JNJ BRKA BRKB VLKAF SAP BASFY CSM JFT CSCO ENZN"
"2016-04-03","BABA TOWN BBRY TSLA MSFT MU SSNLF AMZN HII VMPLY VIP AAL HRL TSL TOT KHC F GM"
"2016-04-02","TSLA HCA INTC UA OMAB CVX DHX WDC PERI NROM AXTI"
"2016-04-01","REGN SZSMF BRKA BRKB MCEP TSLA AMZN GILD PLD GOOG GOOGL AVGO FMC SVCTF AAPL FDX KHTRF IBM EXPE FIT TPX HRB C CNI SPNS WBK ESRX AYA VNCE INO EMIS LPCN LH LMNX RANJF RANJY STLD PZCUY"
"2007-12-23","TREX C LEH MER DGNG LPL NOK QCOM AAPL SGEN RHI PDS"
"2016-04-07","MTTRY MTAGF TSLA BSMZF SHPG VIA VIAB BAC MU SLW BSAC HOFT BHTG CLNE T LGCY AMBC CAG IONS RAD SAND SMCI ANAC SU IBM AGN AAPL PBPB CMG DWA BMTC ADSK CELG IOSP PMNXF FFMH PFE VRX HSTM LC STZ BTUUQ F M TSEM SUNEQ FNV AUY GM XPO"
"2016-04-06","PLUG TER QIWI GOGO BREW MKC CNMGF CVX TSLA GE CLNE FDS SLB SHLM OREX IBM NKE WFC FBHS RHHBY FB TGT TWTR NVDA AMD PIR AMZN SNX WMT AGN ASM AEO NORD CMG FIVE VUZI APC DAL PFE IRWD SXC SXCP JBLU DVN BHP"
"2016-04-05","TSLA TWTR RAX FDS BWLD PFE SWIR VFFIF AGN SRT CPHC RGR AMZN LNG MTGRF BIG CCL CVS GBX CALM FB MTZ BABA LIXXF EBAY APA BP WPRT MMAC INST VMI ORIG NVDA WWE JKS SSYS TRMR GILD KFFB JLL SRPT MCRB AYSI ATRO PZCUF PZCUY NKE LUX LUXGF AC GE HDS ALK WING EXPR FL"
"2016-04-04","FBR MSFT AAPL CDOR V IM FB BWLD COCP TSLA PYPL LAD ERA RJETQ NBEV TAHO HAL NXPI CSCO XOM GIGM SPY CCJ GBX GILD LXRX VTAE TNUMF BRFH YHOO SONC DLNG BAM KKD EGRX SRDX ABMD SQNXF F EBAY SHPG OPK RH ZFGN ARMK PLAY JNJ VBIV EFOI OESX CRCUF GFI CBI MU BCS DIS GOLD MMM PERY"
"2007-12-28","FTEK"
"2016-04-09","SHOP BDIMF GQMNF EXK STZ KTWO TKAT"
"2016-04-08","MAT HAS FB QIHU ANFI WDFC LNVGY GILD SUNEQ TSLA ACAS WPRT IBM MT WLL GRMN WYNN MGM NFLX STZ HK BIND RAX SBUX FSLR ADBE RDSA RDSB VIV AXP BA EXCOF XIN VZ YHOO M SA F GM CVU R CPNFF AMAG PRU TX THR AAPL COST ALK VA FCX BG"
"2006-05-22","CR MRVL HAR"
"2008-06-10","DRI SRX TITN BZP RIG PBR SHY LGF AAPL LEH MCD WMT DOW DD MON VLO DSX DRYS EGLE AMTD PARR LINEQ ALSK TBSI NM SBLK SHCAY KYO SANYY"
"2007-10-12","CRYFQ TFR PBR FXI CAF EWH TTES PKG GSF DO PDE CANL MON CNH MOS"
"2010-12-15","CLDA CRM CYTK CGPI BBY LGF MEE BEAM UNH LO BTI IMBBY INHX MDT ADP MCD WHR BP TBT SVU DMLP SPPI RHHBY BIIB VYM DVY FCX SCCO NG TEF WDC CSJ LQD HYG"
"2010-12-14","WHR MY CAL PSS RVI AFL RGA AAPL SCHW AMTD TD GPIC CLDA MRK LLY SVU COCO JOF DFJ CU AOL CEG SSCC FDS INFY WRLD V CFPUF EXAR"
"2010-12-17","RNET ABT AFL BDX AE CORT ORCL SAP IBM CHK OXPS DHIL YHOO V MA AEZS CCME KR BBY RSH GME AEA EBF TGH"
"2010-12-16","CHK PXP BP IGOI CMRO ENZ MSFT RELL ASYS SCLN OAS SVU ABX FCX RIO OINK RDN DEPO ABT HAS DIS MAT BCR XRT GLD SLV THM BBY GPC UVE XOM COP HLX AMZN DRIV HPQ CLNT"
"2010-12-10","HEAT PTR PBR BP SLB OPTI MHGU CAPS FCX WDR UAL GNBT LLY PFE PHM LEN KBH"
"2010-12-13","F GM KMPR WU MNKD UDN FXE FXA HRB TCCO FSLR TSL VWDRY RDY ECH BSAC BCH LRAD CSCO ISRG AMGN PRGAF ETR NFLX AMZN BIDU ANDE MON DE LVS AMSG AAPL SPY DIA QQQ GTATQ IAG"
"2010-12-12","LSTMF MELEF SKYW XLF NANO GCI NEWN ENTR SMOD MSCC DF GME LXK EWS EWY LPL ICLN QCLN PBW WDC ADM"
"2010-12-19","ABX CDE CANWF GLD FSLR TSL SOL PAY NFLX RSX BTH ARO KODK BWEN BORN ZSTN CCME STX ECA"
"2006-11-30","PFE FXI CHA CHL AMSC"
"2007-10-11","SHAW CEO UA FLR"
"2007-05-13","GIS DF GDNNY NUE AKS STLD VMED SKYAY STZ NLY AAPL GS PCAR"
"2015-03-09","CVM RJF QCOM BBRY MDT JNJ T AAPL CSCO HPQ SMFG SAP MU WNR DVN BTFRF PIH KSS VRSK CRWN GM WFC GPRO KNDI ADM CASH TIK DHIL VSLR OA HGG SUNEQ TCRD INTC GGB TREVF C RY GOOG GOOGL MNKD BA NATI TNP FOXF BMRN XOM HYH UNP BRKA BRKB GORO ABBV EMR AMZN SLW KR INSY NMUS PHOT EOG VNCE SWKS IMKTA AMG MHRCQ TELNF CVT"
"2015-03-08","AAPL BA DLTR FDO BBY MCK WSO HIIQ RAD AFSI IAC EFX"
"2011-08-04","GNW AAPL IBIO NPK GPC POT CKSW OAS NOG KOG QRVO XL PTP BIRT BRKA FSLR NLY DNDN R JPM WILC SIRI GNBT BAC IMUC LNKD EXAM CBEH MGIC HGG SHOO"
"2015-03-01","HSBC TVIA GLGDF NOV V BAC VALE AMRN CRCM HXL DQ ORKLY PG"
"2015-03-03","RYHTY YHOO AAPL EOG AMT MTZ HPQ TSLA VET AMGN CHL XOM AGO PLAB SAP GOOG GOOGL GRPN HZNP GPRO KN SFNC AAL OIBR ESV PNRA ACAS BA BRS CLF MNST VRNS SYNT CYBE SNN AMD FAST PSYTF EDVMF CTRL ECL VLP CROCF RESN LQ CBPX PKTEF LGND MTW VIPS STLY WMT WIN MNKD NUE VMW SSE SSNLF USG BIAD NXPI OISHY TCPI DNOW TSO MDVN BERY VDSI MO COH ERI WHR MRO PHG GRBK BLMN GIII SBUX INTC NVAX SPWR FSLR TKR TMST BAC RRGB MIK"
"2015-03-02","FNSR ANY GOOG MSFT SUNEQ AMZN VSLR S PGNPQ JAZZ XEC CMP GOOGL WEC INUV GNW AES CMN FB ADOCF ALJJ FMCXF MBI WLK UN WWE AMT BRKA BRKB NTIP TREX SYNA RCL COH ABX MCD CVEO AMGN TJX JCP CBI BA OCN C CBRL MTH TWOU"
"2015-03-05","DB QCOM XOM PDCE NXPI RES F CVO MFBP GSPE DRRX KR POWI C VVI SUNEQ AAPL BBG CYS DCO RPTP HDB ARWR NFLX CANL CSCO GOOG GOOGL AFFX SSYS SEMFF KING BABA ICON DIN GAIA BREW GM ADM RGSE PRGO MCD CALM CXSNF BAC PCYC ABBV IMBBY GE ANN INTC BBY TGT MSFT"
"2015-03-04","DFS MSFT EVBS WUBA PANW PBF VTG BBEPQ IMO PBR UPLMQ CLNE JKS PETM BIOQ NXPI QCOM SFLY CF MAT F DPLO OREX AVP RVREF MNST INTC AES BPY GLOG RCMT LNKD OTSKF NFLX SAVE TDC CALM CVS GERN HBI MNKD XIN PTX SUNEQ RIG NPBC SSH SLW COST TSEM PAL FCS TJX MFIN KSS TTWO JAH IFF AR GLCNF GLNCY MTOR FLTX AER"
"2015-03-07","WST FSS LNC AAPL XOM DRII BID TWTR QIHU PAG AVGO CRDS MNK PTEN ORIG RVREF SHOS GNFTF ECPG DGPIF LPTN GG PII BA TWX"
"2015-03-06","ISLE S PCP CRDS IONS ABB IBM UTI SPLK AR SYNT MVNR AKAM DRYS ALGN REGN VFC ABBV GOOG GOOGL GIG GNRC AAP CAKE AMD EL BBY SCHW RBS RAD AAPL JNJ OREX SFM BBRY KR REGI FL STLEF XUE EXPE GFI COST AMZN OXY F SSNLF BA FIVE WFM ESND AQXP C VET CAPN CTO CECE TCK AVOL SEAS GDRZF MHRCQ NOK OPWR"
"2013-11-13","CREE ANDE IRDM AVGO MHRCQ VNDA HFWA USCR RGS VZ WDC GG MOSKY MDGL MSFT GRPU ROSE ARMH ATTU CAMP BAC SHPG ALV INVS EPD TM CIEN COH VALE WETF GILD STS LXRX CF OVTI ASHTF BWLD SAVE MNDO GTE CLUB SIRI SBUX FVRG CNK WFM TWTR ABX SD EVAC OXY GE SNE PFE INTC SLW STRZA TSLA APA"
"2013-11-12","V TOWR TWTR SVT IGT AGO JCP MWTCY GSS MHRCQ VFC IBM HBM RCON SNE FTD WINT MFLX LBTYK LBTYA ADXS TBRA ANIK INVN FB PB CMG BRCD JCOM DRYS JNJ HOWWY HOWWF QLTY UTX GILD GE AGU SODA CVX OHRP LHCG BREW CCGI TSLA CNRD ATRC PSEM CRUS INTC WEN SLCA SDRNF ACAD AHT PERI FSLR ATX PG AAPL SMTX SLTM BTDPF OAS CSCO CYOU RDI FIG MU GNC BIDU F"
"2013-11-11","OESX DVA NOG CSCO PGNT MATX NURO AIG IMUC TLF F SBGI JCP KR NAT DECN CNBKA RYL XONE FN ABMD TWTR WEN FB POWI DLIA NQ ESV GWPH POT MS LNKD CSX RDSA RDSB AAPL SSNLF CROX GRPN LGF EPRS ZGNX FH SWI BTN KERX CALM GNMK IBM CRWN BRC PCBK CLNE ESPR GILD BMY RP CNC GSOL JONE ARNA GE CF NTAP DOLNQ MIDD GOGO SAND TSLA SIRI VALE AA DDD HPQ"
"2013-11-10","QLYS BRKB FSYS DE AA WLT ANRZQ VRA UNXL RDSA RDSB IBM POT FUEL"
"2013-11-17","MGMB BA HSP XOM EVLV DCO PXLW F FDEF SQNM HOLL TDC UNH AGI AMZN GALE JCP NVDA CSCO JNPR"
"2013-11-16","ELON OTIV"
"2013-11-15","EBTC TXN AMAT NOK CNQR SINA TSLA AAPL WGL DDS CLR ALGN JAZZ RIG SALM AET MCPIQ CMCSA INTC MSFT BBRY RMTI LOGM SOHU EBAY HD AMRN DGII WCIC PRAN ETFC CRUS SAVE CHK ONVO ALCO GOGL CEMP LOV GOVX ERI MNK LUK GOOG CIG CHGG BHLB POT GE CROX TRIP SCTY PFHO"
"2013-11-14","ORCL GOGO WM ATRS SPWR Z MMM TRC SNMX TLM PSMI UNXL HOLL PRKR UBNT PEP OME MGT CSCO MSFT SNE NRP AAPL BMCH HWKN KDUS CAT JOY MWA PSTX OA CFN AHRO TNXP LFDEF QRVO DE SYNC HLF LF TSLA BA DSS ALGZF P JIVE NOK IRE SLTM ZLTQ SSNLF VRTX SRPT DVMT FNMA NQ"
"2013-11-19","TRN PPL UNH ATNM BIIB LYV JNJ PH CRM JBLU LUV BSRR COST CSCO LVLT USAK ESOA WY MATR MOSY MSFT IBM AMZKF MTSL SINA SAWLF SGOC AMCX CRNCY UNP MSLP XXII QCOM MTGE CELG RNDY AMBS VZ ESPGY ELSE GE BA MASC ICPT BBRG HXGCF PCOM LPX SIRI MVG TRIP AMD NVDA SAMOF AAPL TTS F NFLX CL TSLA AMNL COP GPOR TCK INTC AMRN HPQ SLW BOBS FCX"
"2013-11-18","ARCH GXP PFE HL SLW RRD MFRI SNE SBUX RENN PBA BTUUQ MARA LULU TXMD AMZN ARTX MSTX CSCO PMTYF AAPL RTEC MDLZ TTNP ATNI GE SOQ FNSR TSL BOFI SSNLF QEP DGIT PLCC HIPPQ NWBO HPQ JNJ MSFT AMCX NOK RCON ULUR SKUL IMMR BTH MJNA PNLYY DVAX OREX MU DAKT RBCN VECO DIS TWX NFLX MDVN SIRI CLS ERF"
"2007-06-03","GSK PES NGS OMNI BLC NXST MEG DIA GLD VZ GE"
"2011-09-30","SIRI AVNR COOL PWRD GA RENN ARBA AAPL CRT DMLP SJT ORCL AMZN OLED ATPAQ VICL QLGC JAH CAT TEVA ATRS LUK FH DVN GPIC TOT"
"2012-10-31","GENC QUMU VLO IMOS GEVO AAPL MRK GSIT CORT AGN BP MON MSFT CSCO CHA CHU QCOM SBUX GOOG CIE CARB ZAGG IDEXY AMD COH SLB XPO RL TASR DIS REXX WDC DMND DVAX TEVA FB SIRI SYNA SHW ACAS REN DDD CAT CTCT APA"
"2012-10-30","DIS WETF FH SVU XPO TCBI OCZ PFE F AONEQ BHP MSFT RVBD NBY HGG NWSKF KOG QSII DELL SUNEQ SPWR S DVA ACHN HAIN DLTR BYDDF VVUS MNK BLK YHOO VALE CMG MRK FB PCAR AU NFLX BBD ATML ARO MRVL AAPL AMZN GOOG VZ ARKR V WPRT ORCL"
"2008-03-30","GOOG ORCL FORM FISV FIS JKHY PRXI"
"2008-03-31","MOS VIP ABB KHDHF SGP TAP SBMRY SAM BBRY AAPL GOOG AOC XOM STO BP PRE RNR PMIR DOW BMO BNS TD XIN NTAP LAQ MRGQF SCCO SGTI CEPH PTIL"
"2007-07-31","GTW MGI UTX CSR ADM BAC RAIL IBM FLR APD"
"2007-07-30","BAC NRG ICE LOCM MAR HD COP UPS TSN SYNM NBF TMY STRA"
"2011-12-10","VLO"
"2011-12-11","CMG CFBN DFS MELI BHI NOV S WDC AVGO INTC"
"2011-12-12","INTC RHT P GLNG SIRI FCX CLF VALE LUV F GM TM CKSW AAPL MCD JNJ CAT DV FARM MON GTHP DNDN FLR SYMX CSCO FSLR STP YGE XYL EXK MSG SINA MCPIQ HOG BBY RSH BAC C RF BIDU"
"2011-12-13","TIVO DDS M JWN AMZN KMX PXD BTUUQ ARCH MDT BSX AAPL CTRP DVN MEAD HTZ ROSE NFLX CMG MRO CVX WTW MWE DIS AFFX CLBS PFE MSFT ABT GSVC ACN HSNI AUY IMPV VNDA DFT WHR AEZS KERX RHHBY"
"2011-12-14","NOK SDRL ANIP ESRX BPI FCX MCQPF MAPP THLD SSYS ATRS FSLR AGU OXY AAPL ALXA ATVI EA TMUS NBY BBY F POT KMB ETAK LXK RVM GLUU LRCX AMPE TOO TGP FRO ALCO AMZN M KSS SOHU CCMP SIRI"
"2011-12-15","ATVI T OGZPY ZAZA GURE CAMP MRVL HXL SAGKY FCX VALE RIO KGC GG KO LKQ AVGO ORCL LNG LULU BRLI SIGA LPIH SPLS KNDI CSCO FCEL PEP STEV CMEDQ TWIN MMP IKGH WWW GE PFE RCI MSFT BALT"
"2011-12-16","ORCL ERJ ATVI RVBD ESL TM SU CVX NURO CLCT AAPL AL GOOG FTR BPI BBRY ASFI LF AMPE DE FCX PEP ATRS SIRI"
"2011-12-17","ZNGA"
"2011-12-18","AMPE MA AMZN MNGGF FMCN V AAPL BWLD"
"2011-12-19","FCX BA LMT PCLN ATVI AAPL AMZN EGOV DENN EXAR WMB KMI NOV CSCO ORCL STX WDC ZNGA BBRY CBOU SAM KO WYNN UPS CNQ LSTR COP PSTI SIRI"
"2009-07-31","WWE AB FII CLMS FSLR TTM DRYS YHOO MSFT GOOG DLB SPAR APOG MKTAY XOM NYCB ACCP TCX AKAM NTES JSC RBGPF NICK"
"2009-07-30","MELI ORLY GENC CTT BHP VOD AKAM LLNW DGWIY SWKS QRVO KID CMLP MHH SAN TAN KWT HCP O FRT UBS SZE GEOS RRR HYG SHY JNK CELG TASR"
"2006-05-14","INTC"
"2006-05-15","FNSR"
"2006-05-16","IDT GE COP UPS PETS MSFT DELL INTC CKCM AAPL GOOG"
"2006-05-17","CHS COGN"
"2014-06-21","BKJ SFBC ATHL KFY SPRT ALSK BBRY PSKOF NAO DIS CLR SAMG TM AMZN"
"2014-06-20","LMT AMZN AAPL COH ITUB RAD LULU AXPLF PCLN AA BBRY SSE SE NWBO AGN PRGO VRX CLX ORCL YUM MELI DRYS DBSDY CCS GTATQ DLMAF AIG ETP ETE GOLD LBIO FHCO MACK ARNA ESALY NVO AMD LVS ELTK ERII INVN ACHN COCP GILD ZGNX TSLA LSTMF SBUX ABEV CCGI NRG STP LDK OPWR SLW MSFT DBMG TMUS GDEN ABBV EPZM HLUYY DSSPF TA LE SSNLF GOOG GOOGL FRD INTC CBI"
"2014-06-23","IRBT AMZN BBRY LINEQ GIS GGB PFE RNF BP MSFT JCP GM FB INO GILD AERI X CEL SWHC DIS F TVIA AAPL GRPN GE ALSMY SIEGY MU KOG SOL SLB INTC RIG SIRI DAL ERF ANSS COP NFLX"
"2014-06-22","BBRY HSBC VLO BXE F GE BBBY LVS PCLN OPEN FB EXEO SRE SGYP CYRX"
"2014-06-25","INTC CLCN PKX WINA NOK PNRA AET GLW YARIY HIMX TGT PFE RCI SIRI TWTR KHC SBUX CVS GE SWY CCORF AFFX VLO BBY LUKOY IBM LONE SNDX VRTX MU EBAY BALT INVN PCLN TSN HSH JBSAF UVSP UPLMQ GILD CEO APC FSL VZ AAPL DRYS ORIG DIS RELL EZPW AVP"
"2014-06-24","PM AAPL SBUX HWCC LLY SVBL KSS WMB DLPH PSUN ZOES CVS GOOG GOOGL CCCR CDE DVN NFLX MTDR DWA TRCH MNKD MU QIHU TGT ABX BBRY SYNA FCEL RSRBF CSTI SO VOIL VZ DIS DNDN CSTE AMBA MSTX GSBC AMCX SPXC SAP ZNGA BCLI TSLA GD INVE SCTY JASO HCLP VRTX KERX HH SIRI SCOR BBBY FB CHK HAL GMCR KO CAW INTC"
"2014-06-27","ANSS PTR GOOG GOOGL INTC EXPE CJES HL SCMP FDX GM NKE BBRY COG JRJR LPGDF VNR SWC MFGI RLJE NSANY MZOR MZRTF PDEX BONA AAPL HPQ IGXT COP WFM RAD PEP KBH WFC COOL MU AMD BAC FOLD TCK MOC ELP MG DUK TTNP AV DRYS RAVE RDSA RDSB ASPX NBIX ANH PVAHQ MAYS AZSEY KMP HBI SXI MSLP GLW DRWI STLEF"
"2014-06-26","AAPL SIRI WFM SFM PULM NVO BBRY COH ABT GOOG GOOGL OC KO CRDS NTAP INTC RSH LABL YHOO AZO LGIH PVG MISVF NVDA GSV ING MU F BWLVF AUDC MSFT STNG BIIB TSLA RGR AA SQNM SDRL GILD CUR CX FB BOPH LEN CRMT BAC KNDI GUKYF LXU BKS CHK BX IMS AMD COST SAN HK IDT QCOM"
"2014-06-29","GRUB GOOG GOOGL EONVF FRF GLOG BBT ZAGG LNCGD ACE UA JNJ HNP NVR CPHD NRF BBRY TWTR AAPL AA PG KORS SCTY FSLR"
"2014-06-28","KORS NPTN OR BV FB FCX BSRUF GPIC DXPE CRK MRO MSFT INTC KO"
"2013-04-28","COP LF MU ENZ APPY MSFT AAPL ZNGA YELP INTC GM HOG JPM WFM MET CRZO DSS BTX NVDA BBRY NFLX ABT MEOH LCAV PRZM MARA VCEL CUR CLBS"
"2013-04-29","MON BA AFL EXPE AAPL DRYS BBRY MGT QCOM CVX SIRI WRK NOK IBM WFC AXP TXT AMRN ZNGA MNK CNI JLL MMM FCX ALXN BP DDD LF TSLA AGEN SPLS FB KNDI NLNK NVIV DECK SIMO SGYP STRZA ARNA TVIA VVUS AMZN"
"2013-04-24","QCOM SIRI INTC KONA AMZN HALO WDC MSFT RGLD AAPL UAL BBRY POT MTH ABB CHK YUM SCTY C IRBT KOG LULU IBM SLW SNFCA GLW NOK AVEO F SGOC RNDY AMD NFLX ARNA DMPI MARK BAC WFC CSCO RIOM TSLA YHOO GG TOL GNTX ASPS CZR"
"2013-04-25","NOK MGT XCO VZ VOD GTXI CYCC EQIX BCRX SZSMF TSLA GIS PNRA ARCH F KR FSLR ECA ALK HAL ATRS CSCO DD GASS HMC UTX AUDC MNK GCFB COH TAST CLBS SGYP SBUX IBM NUE ABCP ILMN PHM JOY WDC SYK WMT CELG AMD ARMH PWRD SIMO EBAY UNXL EAC ANTB KNDI AFL QCOM MSLP VLO CCGI BBRY"
"2013-04-26","VHC AAPL SWFT FH SIRI NUS YHOO JCP KO TSLA MU BYD MSFT XOM BBRY ADEP KR BHP CAT COH INTC TROV MMM AMZN BBBY ABB PWER OSTK TITN NOK COP FAST PFE AMD REGN ARNA S PCL EA"
"2013-04-27","MJN AM CHKP"
"2013-04-20","GS ATHX INTC ONCS VICL CRUS BBRY DISH REV ACN"
"2013-04-21","EPD FCX GOOG AMZN SIRI IBM AAPL NVIV MSFT TSLA T YHOO WDC FH STO DCTH RYN"
"2013-04-22","MYL AMAT CAT AAPL NVDA KMP KMR AVEO WDC TSLA ISRG GMCR DFS BAC RYAAY EBAY AMD TWX PWRD JNJ INTC MU CVX QCOM ACTG DAL CACC WLB MDC SLW WETF ADMD VAR OA CME CLR AMAVF BSBR NVS ENB LNKD SD MNST KERX MYGN DVMT STLY NOK F"
"2013-04-23","AAPL GAME GM TEVA AVGO INTC AFL NOK CRR COH GE RE MIFI BBRY SRPT NFLX MGT ORCL IBM NSRGY YRCW FCX SYK RVLT SBUX ABUS CLSN MSFT MPEL PWE BIDU TM GOOG XRX SNWV NOV HCI SPU CBLI XLF CONN KB KEP PKX BA ACTG YHOO CPRX TSLA BAC FLT OA VLO CST VFC HPQ"
"2007-10-14","NT VIAV DZSI CVS CHL HNP SHI FTEK GE AMFW NOV ROG"
"2014-05-08","VLO NTDOY AMD ATXDY INTC MTGRF BIDU QIHU KBH ICUI HPQ GILD VRX VFC GIMO BRGYY BBBY NLS YELP TRNX DHT ESV IBM MU GE ENH CTCM GPHOF CREE F YHOO BBRY NMED AEIS ALSMY RCII MEMP SPCB ONVO TWGP CEVA ATVI TOR DDD TINY GNC JCP FCAU TSLA MOS MNGPF ANIK BAC PQ MRK FCX PEP CMG AMZN NFLX WFT KMI LULU"
"2014-05-09","MTN LMCA MCRZF HOS ICLR LNKD ANV BUD TAP PFE CREE OUTR SCTY UVV SPWR LINEQ TSLA NVDA MU SKUL BAM THLD NVDQ CLCT KODK RWC COP OXY TRN LAMR TMUS HLUYY QCOM S LNCOQ RMGN LNN SWIR UTF APA BBG AMZN TLTFF YHOO AAPL BX NCLH DBD MSG SD BAC BCEI ORCL RAD CHMT OLED"
"2014-05-02","MSFT DSCI BIDU LINEQ LNCOQ PRAA ATTU FMX AAPL XOM GERN AMD LVLT BBRY MIGGF ENPH WMGI ARAY TEX ANAD LULU OMBP INVN LVS WATT NOK RGDEF JCTCF TNSGF BRKB BRKA AMPE FOLGF TSCDF SHLD COP UNP"
"2014-05-03","NILE GE AVACF ACW BGFV WSO RGEN CATY VYFC TGCDF EBF I CLUB ISNS DRRX AMZKF PTORF"
"2014-05-01","BBRY ACE H TSLA WDC AMAT ETFC OIIM EOXFF PSTB GLUU HA ARKR BRFS JNJ BLDP SNMX AXP NCI TJX GE ATML IRWD DDD SLAB AUDC SBSI BA JBLU FB LVS MUEL TWTR FCAU PWE CHGG WTSL CYTK RAX ACTG NCR DGSE GTATQ HOLX PAYC INPCF ACET IPHYF KO MSFT ITKG YHOO LL VALE JOE ARGEF PBR SSH SYNT QCOM T"
"2014-05-06","RVREF GLUU SFTBY EOG PLUG MSFT TMQ CPST GE MANH CMG ENTA AAUKY CVX SVVC CTHR BLDP MU CLR AHL IHC AVNR SMSMY BNKJF PENYF GUR GORO BRKA BRKB AAPL SPDL PFE ADHD NEM SSH GOOG GOOGL NOV GDOCF CEMP TSRMF SUMR AGXXF CYCC BFB WSTG TD PDH NRIFF PRTA MACK IRM OROCF NOK ANTB MOBI BBRY BAC QCOM CHK GM DXM BDMS AA STX HON BCOR SIRI CSCO MET"
"2014-05-07","CVGI ARNGF CYTK CYTX JPM IRDM ETP DIS MITK RIG AXAHY AXAHF EA ATVI BAC MON SALE KMP PAH LAD BBRY KUKAY CMLS BPMUF MSLP TORSF AUDC SLW GE SM CAT RTRX TTGT SRPT CHK SBUX AIG ADBE ACAD YHOO POT AGRO TGT DYN BIDU TRMR TVIA DAL ARTW HKFIQ OZM T VZ GRPN NOK MU ETN INTC DXM BA WDC WHLKF TREVF KLDX"
"2014-05-04","YUM MCD FCX BA ORCL SWKS BIDU QIHU WTW NVS FB"
"2014-05-05","GE AIG IAG WWE GOOG GOOGL FCX GS Z MSI CPST JKS TWTR GILD ECYT YNDX AAPL MELI DRTX CELG PRKR PLUG BRKB BRKA ESRX T IBM AMAG PER JNJ DO QCOM ANRZQ GSB ON WPRT BBRY DLB CLNE F PHO CGW PIO GSK GRPN SIRI MRK BX CVX NGHT FB BAC MET PWE PWRD YHOO SUNEQ CKSW KMP KMI NSC CALL"
"2011-11-28","VIP MTL MBT AG WMT POZN SBUX DV AAPL KNDI PFE HON GILD LOW HD APKT ATML ADM EBAY MSFT MXWL XIDEQ AONEQ INP MAHMF TTM CVX CHK CLF ORLY SFE JBL SIRI XRX WFC JPM C"
"2011-11-29","UEC KAR ONXX BAC P RDI ARNA EBIX HPQ NTGR SNHY POZN DGIT STX SIRI STP YGE TSL ATCH BAA BLL MPC FSII"
"2009-03-22","BRKA BRKB PGR GOOG MBB FMY BKT SPY DIA ROH JNJ ATUSF GM ENS SQM CNO ALJ ASTE CRH ESV CF NUE BSX LO MO PM DUK HPQ"
"2009-03-23","ONCYF TEVA SII NOV ESV UBET AN OMAB GM XIDEQ ENS"
"2009-03-24","IOC XOM DSX NAT PRGNF SYY SDS SKF QID WFC XLF BAC C NGSX PAC ASR OMAB NILE SIG TIF DOV TATT ENOC COMV ELON"
"2009-03-25","ITB XHB HD ORLY GLL UCO SVR S ARNA ONXX"
"2009-03-26","MYGN GOOG ACAS PNNT GDX FXC AAV AETUF SCCO IPSU ETH TPX LEG BRID BVSN SDS SKF QID XLB IGN XLE"
"2009-03-27","OSIR SNY STP TSL LDK TRLG C CENT SMG PETM VIVO NDAQ HAP BBY ENOC TIP FCX"
"2015-10-30","GOOG GOOGL NSC VA PSX FBC STRA CVS SFM SUNEQ SAND PCRX AUY ABBV SWKS PMCS SU RDCM GE LKQ LOCO FOGO LGIH GNW NDLS BIDU GPRO AMBA EA FSLR HWCC AAPL DIS ST GT BOKF DFRG ICE HAL BHI SPWR ABT XPL ESV DLB NOK RTN TRK GILD SBUX JUNO NSRGY NSRGF CNP CMI CLD CTRP AA MGM ALIAF MBI NE"
"2015-10-31","TWTR INTC GDOT TFM MU FBIZ HABT AMZN AKS INVA HIFS GTN"
